Source,Target,Type,Weight,r-vlue,sign
Alistipes_shahii,Alistipes_obesi,Undirected,0.68630146,0.68630146,pos
Alistipes_shahii,Alistipes_onderdonkii,Undirected,0.629175655,0.629175655,pos
Alistipes_shahii,Alistipes_sp._CAG53,Undirected,0.960723811,0.960723811,pos
Alistipes_shahii,unclassified_g__Alistipes,Undirected,0.682413733,0.682413733,pos
Alistipes_sp._AL.1,Alistipes_finegoldii,Undirected,0.956887594,0.956887594,pos
Alistipes_sp._AL.1,Alistipes_onderdonkii,Undirected,0.956540105,0.956540105,pos
Alistipes_sp._AL.1,Alistipes_sp._CAG29,Undirected,0.960308754,0.960308754,pos
Alistipes_sp._AL.1,unclassified_g__Alistipes,Undirected,0.891348933,0.891348933,pos
Alistipes_sp._CAG29,Alistipes_finegoldii,Undirected,0.940158584,0.940158584,pos
Alistipes_sp._CAG29,Alistipes_onderdonkii,Undirected,0.92581394,0.92581394,pos
Alistipes_sp._CAG29,Alistipes_sp._AL.1,Undirected,0.960308754,0.960308754,pos
Alistipes_sp._CAG29,unclassified_g__Alistipes,Undirected,0.852255497,0.852255497,pos
Alistipes_sp._CAG53,Alistipes_obesi,Undirected,0.671709217,0.671709217,pos
Alistipes_sp._CAG53,Alistipes_shahii,Undirected,0.960723811,0.960723811,pos
Anaerostipes_caccae,Clostridium_clostridioforme,Undirected,0.640466751,0.640466751,pos
Anaerostipes_caccae,Clostridium_innocuum,Undirected,0.659376567,0.659376567,pos
Anaerostipes_caccae,Eggerthella_lenta,Undirected,0.645674299,0.645674299,pos
Anaerostipes_caccae,Peptoclostridium_difficile,Undirected,0.671843325,0.671843325,pos
Anaerostipes_caccae,unclassified_g__Eggerthella,Undirected,0.643992528,0.643992528,pos
Anaerostipes_caccae,unclassified_o__Clostridiales,Undirected,0.659809018,0.659809018,pos
Anaerostipes_hadrus,Blautia_obeum,Undirected,0.72315418,0.72315418,pos
Anaerostipes_hadrus,Blautia_sp._Marseille.P2398,Undirected,0.736341117,0.736341117,pos
Anaerostipes_hadrus,Blautia_wexlerae,Undirected,0.71222735,0.71222735,pos
Anaerostipes_hadrus,Dorea_formicigenerans,Undirected,0.715168662,0.715168662,pos
Anaerostipes_hadrus,Dorea_longicatena,Undirected,0.646551536,0.646551536,pos
Anaerostipes_hadrus,Eubacterium_hallii,Undirected,0.695847181,0.695847181,pos
Anaerostipes_hadrus,Fusicatenibacter_saccharivorans,Undirected,0.653270935,0.653270935,pos
Anaerostipes_hadrus,Ruminococcus_sp._5_1_39BFAA,Undirected,0.71477165,0.71477165,pos
Anaerostipes_hadrus,unclassified_g__Blautia,Undirected,0.677366392,0.677366392,pos
Anaerotruncus_colihominis,Intestinimonas_butyriciproducens,Undirected,0.655966239,0.655966239,pos
Anaerotruncus_colihominis,Intestinimonas_sp._GD2,Undirected,0.68437289,0.68437289,pos
Anaerotruncus_colihominis,Ruminococcaceae_bacterium_585.1,Undirected,0.600122407,0.600122407,pos
Anaerotruncus_colihominis,Ruminococcaceae_bacterium_668,Undirected,0.612517338,0.612517338,pos
Anaerotruncus_colihominis,Ruminococcaceae_bacterium_cv2,Undirected,0.672072223,0.672072223,pos
Bacteroides_caccae,Bacteroides_caccae_CAG21,Undirected,0.92250304,0.92250304,pos
Bacteroides_caccae,Bacteroides_finegoldii,Undirected,0.640129708,0.640129708,pos
Bacteroides_caccae_CAG21,Bacteroides_caccae,Undirected,0.92250304,0.92250304,pos
Bacteroides_cellulosilyticus,Bacteroides_finegoldii,Undirected,0.645099518,0.645099518,pos
Bacteroides_cellulosilyticus,Bacteroides_fragilis,Undirected,0.796258707,0.796258707,pos
Bacteroides_cellulosilyticus,Bacteroides_intestinalis,Undirected,0.847828205,0.847828205,pos
Bacteroides_cellulosilyticus,Bacteroides_intestinalis_CAG315,Undirected,0.736834775,0.736834775,pos
Bacteroides_cellulosilyticus,Bacteroides_ovatus,Undirected,0.604836478,0.604836478,pos
Bacteroides_cellulosilyticus,Bacteroides_salyersiae,Undirected,0.709543974,0.709543974,pos
Bacteroides_cellulosilyticus,Bacteroides_thetaiotaomicron,Undirected,0.663863934,0.663863934,pos
Bacteroides_cellulosilyticus,Candidatus_Bacteroides_timonensis,Undirected,0.788982397,0.788982397,pos
Bacteroides_cellulosilyticus,Parabacteroides_distasonis,Undirected,0.633361569,0.633361569,pos
Bacteroides_cellulosilyticus,Parabacteroides_gordonii,Undirected,0.604534261,0.604534261,pos
Bacteroides_cellulosilyticus,Parabacteroides_sp._D26,Undirected,0.639956544,0.639956544,pos
Bacteroides_cellulosilyticus,unclassified_g__Bacteroides,Undirected,0.743918559,0.743918559,pos
Bacteroides_cellulosilyticus,unclassified_o__Bacteroidales,Undirected,0.694158606,0.694158606,pos
Bacteroides_clarus,Bacteroides_eggerthii,Undirected,0.778278966,0.778278966,pos
Bacteroides_clarus,Bacteroides_finegoldii,Undirected,0.670757865,0.670757865,pos
Bacteroides_clarus,Bacteroides_salyersiae,Undirected,0.652221056,0.652221056,pos
Bacteroides_clarus,Bacteroides_stercoris,Undirected,0.820811175,0.820811175,pos
Bacteroides_clarus,Bacteroides_stercoris_CAG120,Undirected,0.824200084,0.824200084,pos
Bacteroides_clarus,Bacteroides_uniformis,Undirected,0.656621265,0.656621265,pos
Bacteroides_clarus,Candidatus_Bacteroides_timonensis,Undirected,0.611488376,0.611488376,pos
Bacteroides_coprocola,Bacteroides_coprocola_CAG162,Undirected,0.865997503,0.865997503,pos
Bacteroides_coprocola,Bacteroides_coprophilus,Undirected,0.641566429,0.641566429,pos
Bacteroides_coprocola,Bacteroides_plebeius,Undirected,0.606822918,0.606822918,pos
Bacteroides_coprocola,Bacteroides_salanitronis,Undirected,0.6046933,0.6046933,pos
Bacteroides_coprocola_CAG162,Bacteroides_coprocola,Undirected,0.865997503,0.865997503,pos
Bacteroides_coprophilus,Bacteroides_coprocola,Undirected,0.641566429,0.641566429,pos
Bacteroides_coprophilus,Bacteroides_coprophilus_CAG333,Undirected,0.724602826,0.724602826,pos
Bacteroides_coprophilus,Bacteroides_plebeius,Undirected,0.616277975,0.616277975,pos
Bacteroides_coprophilus,Bacteroides_salanitronis,Undirected,0.659243184,0.659243184,pos
Bacteroides_coprophilus,Prevotella_sp._CAG617,Undirected,0.634051886,0.634051886,pos
Bacteroides_coprophilus_CAG333,Bacteroides_coprophilus,Undirected,0.724602826,0.724602826,pos
Bacteroides_coprophilus_CAG333,Bacteroides_plebeius,Undirected,0.64328683,0.64328683,pos
Bacteroides_coprophilus_CAG333,Bacteroides_plebeius_CAG211,Undirected,0.605671222,0.605671222,pos
Bacteroides_dorei,Bacteroides_finegoldii,Undirected,0.653303739,0.653303739,pos
Bacteroides_dorei,Bacteroides_ovatus,Undirected,0.674276964,0.674276964,pos
Bacteroides_dorei,Bacteroides_salyersiae,Undirected,0.612012654,0.612012654,pos
Bacteroides_dorei,Bacteroides_sp._D2,Undirected,0.622467174,0.622467174,pos
Bacteroides_dorei,Bacteroides_vulgatus,Undirected,0.924654614,0.924654614,pos
Bacteroides_dorei,unclassified_g__Bacteroides,Undirected,0.755814478,0.755814478,pos
Bacteroides_dorei,unclassified_o__Bacteroidales,Undirected,0.676693026,0.676693026,pos
Bacteroides_eggerthii,Bacteroides_clarus,Undirected,0.778278966,0.778278966,pos
Bacteroides_eggerthii,Bacteroides_finegoldii,Undirected,0.699115244,0.699115244,pos
Bacteroides_eggerthii,Bacteroides_salyersiae,Undirected,0.642383838,0.642383838,pos
Bacteroides_eggerthii,Bacteroides_stercoris,Undirected,0.720689777,0.720689777,pos
Bacteroides_eggerthii,Bacteroides_stercoris_CAG120,Undirected,0.71911625,0.71911625,pos
Bacteroides_eggerthii,Bacteroides_uniformis,Undirected,0.673402129,0.673402129,pos
Bacteroides_eggerthii,unclassified_g__Bacteroides,Undirected,0.673635846,0.673635846,pos
Bacteroides_eggerthii,unclassified_o__Bacteroidales,Undirected,0.721671818,0.721671818,pos
Bacteroides_faecis,Bacteroides_faecis_CAG32,Undirected,0.812398056,0.812398056,pos
Bacteroides_faecis,Bacteroides_thetaiotaomicron,Undirected,0.747100979,0.747100979,pos
Bacteroides_faecis,unclassified_o__Bacteroidales,Undirected,0.619299653,0.619299653,pos
Bacteroides_faecis_CAG32,Bacteroides_faecis,Undirected,0.812398056,0.812398056,pos
Bacteroides_faecis_CAG32,Bacteroides_finegoldii,Undirected,0.620345203,0.620345203,pos
Bacteroides_faecis_CAG32,Bacteroides_salyersiae,Undirected,0.685565634,0.685565634,pos
Bacteroides_faecis_CAG32,Bacteroides_sp._D2,Undirected,0.616928297,0.616928297,pos
Bacteroides_faecis_CAG32,Bacteroides_thetaiotaomicron,Undirected,0.803075596,0.803075596,pos
Bacteroides_faecis_CAG32,unclassified_g__Bacteroides,Undirected,0.634339558,0.634339558,pos
Bacteroides_faecis_CAG32,unclassified_o__Bacteroidales,Undirected,0.606506792,0.606506792,pos
Bacteroides_finegoldii,Bacteroides_caccae,Undirected,0.640129708,0.640129708,pos
Bacteroides_finegoldii,Bacteroides_cellulosilyticus,Undirected,0.645099518,0.645099518,pos
Bacteroides_finegoldii,Bacteroides_clarus,Undirected,0.670757865,0.670757865,pos
Bacteroides_finegoldii,Bacteroides_dorei,Undirected,0.653303739,0.653303739,pos
Bacteroides_finegoldii,Bacteroides_eggerthii,Undirected,0.699115244,0.699115244,pos
Bacteroides_finegoldii,Bacteroides_faecis_CAG32,Undirected,0.620345203,0.620345203,pos
Bacteroides_finegoldii,Bacteroides_fragilis,Undirected,0.629101263,0.629101263,pos
Bacteroides_finegoldii,Bacteroides_intestinalis,Undirected,0.647277395,0.647277395,pos
Bacteroides_finegoldii,Bacteroides_ovatus,Undirected,0.804464938,0.804464938,pos
Bacteroides_finegoldii,Bacteroides_salyersiae,Undirected,0.765327257,0.765327257,pos
Bacteroides_finegoldii,Bacteroides_sp._3_1_13,Undirected,0.770184345,0.770184345,pos
Bacteroides_finegoldii,Bacteroides_sp._3_1_19,Undirected,0.632282232,0.632282232,pos
Bacteroides_finegoldii,Bacteroides_sp._D2,Undirected,0.773787915,0.773787915,pos
Bacteroides_finegoldii,Bacteroides_thetaiotaomicron,Undirected,0.716122637,0.716122637,pos
Bacteroides_finegoldii,Bacteroides_uniformis,Undirected,0.642500916,0.642500916,pos
Bacteroides_finegoldii,Bacteroides_vulgatus,Undirected,0.615230205,0.615230205,pos
Bacteroides_finegoldii,Bacteroides_xylanisolvens,Undirected,0.801910313,0.801910313,pos
Bacteroides_finegoldii,Candidatus_Bacteroides_timonensis,Undirected,0.660683772,0.660683772,pos
Bacteroides_finegoldii,Parabacteroides_distasonis,Undirected,0.694251524,0.694251524,pos
Bacteroides_finegoldii,Parabacteroides_gordonii,Undirected,0.659180561,0.659180561,pos
Bacteroides_finegoldii,Parabacteroides_johnsonii,Undirected,0.60681563,0.60681563,pos
Bacteroides_finegoldii,Parabacteroides_sp._D26,Undirected,0.654241926,0.654241926,pos
Bacteroides_finegoldii,unclassified_g__Bacteroides,Undirected,0.783758984,0.783758984,pos
Bacteroides_finegoldii,unclassified_g__Parabacteroides,Undirected,0.609958854,0.609958854,pos
Bacteroides_finegoldii,unclassified_o__Bacteroidales,Undirected,0.817047287,0.817047287,pos
Bacteroides_fragilis,Bacteroides_cellulosilyticus,Undirected,0.796258707,0.796258707,pos
Bacteroides_fragilis,Bacteroides_finegoldii,Undirected,0.629101263,0.629101263,pos
Bacteroides_fragilis,Bacteroides_intestinalis,Undirected,0.625894889,0.625894889,pos
Bacteroides_fragilis,Bacteroides_salyersiae,Undirected,0.716360651,0.716360651,pos
Bacteroides_fragilis,Parabacteroides_distasonis,Undirected,0.620582676,0.620582676,pos
Bacteroides_fragilis,Parabacteroides_gordonii,Undirected,0.616683627,0.616683627,pos
Bacteroides_fragilis,Parabacteroides_sp._D26,Undirected,0.624187437,0.624187437,pos
Bacteroides_fragilis,unclassified_g__Bacteroides,Undirected,0.838195566,0.838195566,pos
Bacteroides_fragilis,unclassified_o__Bacteroidales,Undirected,0.724215702,0.724215702,pos
Bacteroides_intestinalis,Bacteroides_cellulosilyticus,Undirected,0.847828205,0.847828205,pos
Bacteroides_intestinalis,Bacteroides_finegoldii,Undirected,0.647277395,0.647277395,pos
Bacteroides_intestinalis,Bacteroides_fragilis,Undirected,0.625894889,0.625894889,pos
Bacteroides_intestinalis,Bacteroides_intestinalis_CAG315,Undirected,0.879198246,0.879198246,pos
Bacteroides_intestinalis,Bacteroides_ovatus,Undirected,0.604753966,0.604753966,pos
Bacteroides_intestinalis,Bacteroides_salyersiae,Undirected,0.674536675,0.674536675,pos
Bacteroides_intestinalis,Bacteroides_sp._D2,Undirected,0.612294854,0.612294854,pos
Bacteroides_intestinalis,Bacteroides_thetaiotaomicron,Undirected,0.655891907,0.655891907,pos
Bacteroides_intestinalis,Bacteroides_uniformis,Undirected,0.619552473,0.619552473,pos
Bacteroides_intestinalis,Bacteroides_xylanisolvens,Undirected,0.630580366,0.630580366,pos
Bacteroides_intestinalis,Candidatus_Bacteroides_timonensis,Undirected,0.825386396,0.825386396,pos
Bacteroides_intestinalis,Parabacteroides_distasonis,Undirected,0.622940396,0.622940396,pos
Bacteroides_intestinalis,Parabacteroides_sp._D26,Undirected,0.61246264,0.61246264,pos
Bacteroides_intestinalis,unclassified_g__Bacteroides,Undirected,0.702248944,0.702248944,pos
Bacteroides_intestinalis,unclassified_o__Bacteroidales,Undirected,0.669224378,0.669224378,pos
Bacteroides_intestinalis_CAG315,Bacteroides_cellulosilyticus,Undirected,0.736834775,0.736834775,pos
Bacteroides_intestinalis_CAG315,Bacteroides_intestinalis,Undirected,0.879198246,0.879198246,pos
Bacteroides_intestinalis_CAG315,Bacteroides_sp._D2,Undirected,0.613527069,0.613527069,pos
Bacteroides_intestinalis_CAG315,Bacteroides_uniformis,Undirected,0.605158638,0.605158638,pos
Bacteroides_intestinalis_CAG315,Candidatus_Bacteroides_timonensis,Undirected,0.802430097,0.802430097,pos
Bacteroides_intestinalis_CAG315,unclassified_g__Bacteroides,Undirected,0.603352615,0.603352615,pos
Bacteroides_massiliensis,Bacteroides_sp._CAG98,Undirected,0.891907851,0.891907851,pos
Bacteroides_massiliensis,unclassified_o__Bacteroidales,Undirected,0.623723364,0.623723364,pos
Bacteroides_ovatus,Bacteroides_cellulosilyticus,Undirected,0.604836478,0.604836478,pos
Bacteroides_ovatus,Bacteroides_dorei,Undirected,0.674276964,0.674276964,pos
Bacteroides_ovatus,Bacteroides_finegoldii,Undirected,0.804464938,0.804464938,pos
Bacteroides_ovatus,Bacteroides_intestinalis,Undirected,0.604753966,0.604753966,pos
Bacteroides_ovatus,Bacteroides_salyersiae,Undirected,0.688023141,0.688023141,pos
Bacteroides_ovatus,Bacteroides_sp._3_1_13,Undirected,0.866567815,0.866567815,pos
Bacteroides_ovatus,Bacteroides_sp._3_1_19,Undirected,0.602770557,0.602770557,pos
Bacteroides_ovatus,Bacteroides_sp._D2,Undirected,0.927301062,0.927301062,pos
Bacteroides_ovatus,Bacteroides_thetaiotaomicron,Undirected,0.709560094,0.709560094,pos
Bacteroides_ovatus,Bacteroides_vulgatus,Undirected,0.604517179,0.604517179,pos
Bacteroides_ovatus,Bacteroides_xylanisolvens,Undirected,0.916714897,0.916714897,pos
Bacteroides_ovatus,Candidatus_Bacteroides_timonensis,Undirected,0.625940279,0.625940279,pos
Bacteroides_ovatus,Parabacteroides_distasonis,Undirected,0.669215643,0.669215643,pos
Bacteroides_ovatus,Parabacteroides_gordonii,Undirected,0.621020043,0.621020043,pos
Bacteroides_ovatus,Parabacteroides_sp._D26,Undirected,0.637678482,0.637678482,pos
Bacteroides_ovatus,unclassified_g__Bacteroides,Undirected,0.756882965,0.756882965,pos
Bacteroides_ovatus,unclassified_o__Bacteroidales,Undirected,0.739002331,0.739002331,pos
Bacteroides_plebeius,Bacteroides_coprocola,Undirected,0.606822918,0.606822918,pos
Bacteroides_plebeius,Bacteroides_coprophilus,Undirected,0.616277975,0.616277975,pos
Bacteroides_plebeius,Bacteroides_coprophilus_CAG333,Undirected,0.64328683,0.64328683,pos
Bacteroides_plebeius,Bacteroides_plebeius_CAG211,Undirected,0.948837031,0.948837031,pos
Bacteroides_plebeius,Bacteroides_salanitronis,Undirected,0.643022917,0.643022917,pos
Bacteroides_plebeius_CAG211,Bacteroides_coprophilus_CAG333,Undirected,0.605671222,0.605671222,pos
Bacteroides_plebeius_CAG211,Bacteroides_plebeius,Undirected,0.948837031,0.948837031,pos
Bacteroides_salanitronis,Bacteroides_coprocola,Undirected,0.6046933,0.6046933,pos
Bacteroides_salanitronis,Bacteroides_coprophilus,Undirected,0.659243184,0.659243184,pos
Bacteroides_salanitronis,Bacteroides_plebeius,Undirected,0.643022917,0.643022917,pos
Bacteroides_salanitronis,Bacteroides_sp._CAG462,Undirected,0.639507295,0.639507295,pos
Bacteroides_salyersiae,Bacteroides_cellulosilyticus,Undirected,0.709543974,0.709543974,pos
Bacteroides_salyersiae,Bacteroides_clarus,Undirected,0.652221056,0.652221056,pos
Bacteroides_salyersiae,Bacteroides_dorei,Undirected,0.612012654,0.612012654,pos
Bacteroides_salyersiae,Bacteroides_eggerthii,Undirected,0.642383838,0.642383838,pos
Bacteroides_salyersiae,Bacteroides_faecis_CAG32,Undirected,0.685565634,0.685565634,pos
Bacteroides_salyersiae,Bacteroides_finegoldii,Undirected,0.765327257,0.765327257,pos
Bacteroides_salyersiae,Bacteroides_fragilis,Undirected,0.716360651,0.716360651,pos
Bacteroides_salyersiae,Bacteroides_intestinalis,Undirected,0.674536675,0.674536675,pos
Bacteroides_salyersiae,Bacteroides_ovatus,Undirected,0.688023141,0.688023141,pos
Bacteroides_salyersiae,Bacteroides_sp._3_1_13,Undirected,0.652399276,0.652399276,pos
Bacteroides_salyersiae,Bacteroides_sp._D2,Undirected,0.706925253,0.706925253,pos
Bacteroides_salyersiae,Bacteroides_thetaiotaomicron,Undirected,0.705640064,0.705640064,pos
Bacteroides_salyersiae,Bacteroides_uniformis,Undirected,0.629004629,0.629004629,pos
Bacteroides_salyersiae,Bacteroides_xylanisolvens,Undirected,0.674019254,0.674019254,pos
Bacteroides_salyersiae,Candidatus_Bacteroides_timonensis,Undirected,0.666356406,0.666356406,pos
Bacteroides_salyersiae,Parabacteroides_goldsteinii,Undirected,0.642212023,0.642212023,pos
Bacteroides_salyersiae,Parabacteroides_gordonii,Undirected,0.702241041,0.702241041,pos
Bacteroides_salyersiae,Parabacteroides_johnsonii,Undirected,0.602778904,0.602778904,pos
Bacteroides_salyersiae,unclassified_g__Bacteroides,Undirected,0.833596482,0.833596482,pos
Bacteroides_salyersiae,unclassified_o__Bacteroidales,Undirected,0.710354294,0.710354294,pos
Bacteroides_sp._3_1_13,Bacteroides_finegoldii,Undirected,0.770184345,0.770184345,pos
Bacteroides_sp._3_1_13,Bacteroides_ovatus,Undirected,0.866567815,0.866567815,pos
Bacteroides_sp._3_1_13,Bacteroides_salyersiae,Undirected,0.652399276,0.652399276,pos
Bacteroides_sp._3_1_13,Bacteroides_sp._D2,Undirected,0.832071974,0.832071974,pos
Bacteroides_sp._3_1_13,Bacteroides_thetaiotaomicron,Undirected,0.702715265,0.702715265,pos
Bacteroides_sp._3_1_13,Bacteroides_xylanisolvens,Undirected,0.933757961,0.933757961,pos
Bacteroides_sp._3_1_13,Candidatus_Bacteroides_timonensis,Undirected,0.642559462,0.642559462,pos
Bacteroides_sp._3_1_13,unclassified_g__Bacteroides,Undirected,0.709650671,0.709650671,pos
Bacteroides_sp._3_1_13,unclassified_o__Bacteroidales,Undirected,0.672024271,0.672024271,pos
Bacteroides_sp._3_1_19,Bacteroides_finegoldii,Undirected,0.632282232,0.632282232,pos
Bacteroides_sp._3_1_19,Bacteroides_ovatus,Undirected,0.602770557,0.602770557,pos
Bacteroides_sp._3_1_19,Parabacteroides_distasonis,Undirected,0.94663623,0.94663623,pos
Bacteroides_sp._3_1_19,Parabacteroides_sp._D26,Undirected,0.887888477,0.887888477,pos
Bacteroides_sp._3_1_19,unclassified_g__Parabacteroides,Undirected,0.855999989,0.855999989,pos
Bacteroides_sp._3_1_19,unclassified_o__Bacteroidales,Undirected,0.811972478,0.811972478,pos
Bacteroides_sp._CAG462,Bacteroides_salanitronis,Undirected,0.639507295,0.639507295,pos
Bacteroides_sp._CAG98,Bacteroides_massiliensis,Undirected,0.891907851,0.891907851,pos
Bacteroides_sp._D2,Bacteroides_dorei,Undirected,0.622467174,0.622467174,pos
Bacteroides_sp._D2,Bacteroides_faecis_CAG32,Undirected,0.616928297,0.616928297,pos
Bacteroides_sp._D2,Bacteroides_finegoldii,Undirected,0.773787915,0.773787915,pos
Bacteroides_sp._D2,Bacteroides_intestinalis,Undirected,0.612294854,0.612294854,pos
Bacteroides_sp._D2,Bacteroides_intestinalis_CAG315,Undirected,0.613527069,0.613527069,pos
Bacteroides_sp._D2,Bacteroides_ovatus,Undirected,0.927301062,0.927301062,pos
Bacteroides_sp._D2,Bacteroides_salyersiae,Undirected,0.706925253,0.706925253,pos
Bacteroides_sp._D2,Bacteroides_sp._3_1_13,Undirected,0.832071974,0.832071974,pos
Bacteroides_sp._D2,Bacteroides_thetaiotaomicron,Undirected,0.708575453,0.708575453,pos
Bacteroides_sp._D2,Bacteroides_xylanisolvens,Undirected,0.879419265,0.879419265,pos
Bacteroides_sp._D2,Candidatus_Bacteroides_timonensis,Undirected,0.638411618,0.638411618,pos
Bacteroides_sp._D2,Parabacteroides_distasonis,Undirected,0.606241259,0.606241259,pos
Bacteroides_sp._D2,unclassified_g__Bacteroides,Undirected,0.771562164,0.771562164,pos
Bacteroides_sp._D2,unclassified_o__Bacteroidales,Undirected,0.666540921,0.666540921,pos
Bacteroides_stercoris,Bacteroides_clarus,Undirected,0.820811175,0.820811175,pos
Bacteroides_stercoris,Bacteroides_eggerthii,Undirected,0.720689777,0.720689777,pos
Bacteroides_stercoris,Bacteroides_stercoris_CAG120,Undirected,0.981399718,0.981399718,pos
Bacteroides_stercoris_CAG120,Bacteroides_clarus,Undirected,0.824200084,0.824200084,pos
Bacteroides_stercoris_CAG120,Bacteroides_eggerthii,Undirected,0.71911625,0.71911625,pos
Bacteroides_stercoris_CAG120,Bacteroides_stercoris,Undirected,0.981399718,0.981399718,pos
Bacteroides_thetaiotaomicron,Bacteroides_cellulosilyticus,Undirected,0.663863934,0.663863934,pos
Bacteroides_thetaiotaomicron,Bacteroides_faecis,Undirected,0.747100979,0.747100979,pos
Bacteroides_thetaiotaomicron,Bacteroides_faecis_CAG32,Undirected,0.803075596,0.803075596,pos
Bacteroides_thetaiotaomicron,Bacteroides_finegoldii,Undirected,0.716122637,0.716122637,pos
Bacteroides_thetaiotaomicron,Bacteroides_intestinalis,Undirected,0.655891907,0.655891907,pos
Bacteroides_thetaiotaomicron,Bacteroides_ovatus,Undirected,0.709560094,0.709560094,pos
Bacteroides_thetaiotaomicron,Bacteroides_salyersiae,Undirected,0.705640064,0.705640064,pos
Bacteroides_thetaiotaomicron,Bacteroides_sp._3_1_13,Undirected,0.702715265,0.702715265,pos
Bacteroides_thetaiotaomicron,Bacteroides_sp._D2,Undirected,0.708575453,0.708575453,pos
Bacteroides_thetaiotaomicron,Bacteroides_xylanisolvens,Undirected,0.728488584,0.728488584,pos
Bacteroides_thetaiotaomicron,Candidatus_Bacteroides_timonensis,Undirected,0.636273336,0.636273336,pos
Bacteroides_thetaiotaomicron,Parabacteroides_distasonis,Undirected,0.643472194,0.643472194,pos
Bacteroides_thetaiotaomicron,Parabacteroides_goldsteinii,Undirected,0.630631445,0.630631445,pos
Bacteroides_thetaiotaomicron,Parabacteroides_gordonii,Undirected,0.649739281,0.649739281,pos
Bacteroides_thetaiotaomicron,unclassified_g__Bacteroides,Undirected,0.725029525,0.725029525,pos
Bacteroides_thetaiotaomicron,unclassified_o__Bacteroidales,Undirected,0.69185153,0.69185153,pos
Bacteroides_uniformis,Bacteroides_clarus,Undirected,0.656621265,0.656621265,pos
Bacteroides_uniformis,Bacteroides_eggerthii,Undirected,0.673402129,0.673402129,pos
Bacteroides_uniformis,Bacteroides_finegoldii,Undirected,0.642500916,0.642500916,pos
Bacteroides_uniformis,Bacteroides_intestinalis,Undirected,0.619552473,0.619552473,pos
Bacteroides_uniformis,Bacteroides_intestinalis_CAG315,Undirected,0.605158638,0.605158638,pos
Bacteroides_uniformis,Bacteroides_salyersiae,Undirected,0.629004629,0.629004629,pos
Bacteroides_uniformis,unclassified_g__Bacteroides,Undirected,0.711338598,0.711338598,pos
Bacteroides_uniformis,unclassified_o__Bacteroidales,Undirected,0.630438692,0.630438692,pos
Bacteroides_vulgatus,Bacteroides_dorei,Undirected,0.924654614,0.924654614,pos
Bacteroides_vulgatus,Bacteroides_finegoldii,Undirected,0.615230205,0.615230205,pos
Bacteroides_vulgatus,Bacteroides_ovatus,Undirected,0.604517179,0.604517179,pos
Bacteroides_vulgatus,unclassified_g__Bacteroides,Undirected,0.713448422,0.713448422,pos
Bacteroides_vulgatus,unclassified_o__Bacteroidales,Undirected,0.64660678,0.64660678,pos
Bacteroides_xylanisolvens,Bacteroides_finegoldii,Undirected,0.801910313,0.801910313,pos
Bacteroides_xylanisolvens,Bacteroides_intestinalis,Undirected,0.630580366,0.630580366,pos
