Id,Label,size
Blautia_obeum,Blautia_obeum,637130.6756
Flavonifractor_plautii,Flavonifractor_plautii,631538.1536
Bacteroides_xylanisolvens,Bacteroides_xylanisolvens,606899.0336
Faecalibacterium_sp._CAG82,Faecalibacterium_sp._CAG82,598544.8329
Fusicatenibacter_saccharivorans,Fusicatenibacter_saccharivorans,571744.4878
Akkermansia_muciniphila,Akkermansia_muciniphila,563874.4519
unclassified_g__Parabacteroides,unclassified_g__Parabacteroides,559710.1341
Klebsiella_pneumoniae,Klebsiella_pneumoniae,544419.2742
unclassified_g__Bifidobacterium,unclassified_g__Bifidobacterium,519933.8885
Ruminococcus_bromii,Ruminococcus_bromii,511257.917
Bacteroides_massiliensis,Bacteroides_massiliensis,501364.7238
Firmicutes_bacterium_CAG103,Firmicutes_bacterium_CAG103,485969.0293
Alistipes_sp._CAG29,Alistipes_sp._CAG29,459829.3272
Dorea_longicatena,Dorea_longicatena,459684.1963
Akkermansia_sp._CAG344,Akkermansia_sp._CAG344,424518.0388
unclassified_p__Proteobacteria,unclassified_p__Proteobacteria,415053.3986
Ruminococcus_sp._CAG108,Ruminococcus_sp._CAG108,412573.8072
Subdoligranulum_sp._4_3_54A2FAA,Subdoligranulum_sp._4_3_54A2FAA,408603.78
Dialister_invisus,Dialister_invisus,402171.0181
Alistipes_putredinis_CAG67,Alistipes_putredinis_CAG67,387148.3071
Tyzzerella_nexilis,Tyzzerella_nexilis,377440.265
Bacteroides_intestinalis,Bacteroides_intestinalis,377298.5625
Akkermansia_muciniphila_CAG154,Akkermansia_muciniphila_CAG154,375381.1443
Roseburia_intestinalis,Roseburia_intestinalis,366453.7486
Megamonas_funiformis,Megamonas_funiformis,359414.8485
Bacteroides_finegoldii,Bacteroides_finegoldii,359138.687
Chlamydia_trachomatis,Chlamydia_trachomatis,357816.9577
Bacteroides_cellulosilyticus,Bacteroides_cellulosilyticus,354609.3653
Clostridium_sp._CAG217,Clostridium_sp._CAG217,351103.582
Ruminococcus_bicirculans,Ruminococcus_bicirculans,343222.7334
Coprococcus_comes,Coprococcus_comes,341311.5841
Clostridium_sp._ATCC_BAA.442,Clostridium_sp._ATCC_BAA.442,334312.1978
unclassified_g__Alistipes,unclassified_g__Alistipes,331658.3002
Firmicutes_bacterium_CAG124,Firmicutes_bacterium_CAG124,325845.9478
Clostridium_clostridioforme,Clostridium_clostridioforme,316437.9212
Bifidobacterium_bifidum,Bifidobacterium_bifidum,310287.5604
Anaerostipes_hadrus,Anaerostipes_hadrus,308597.2098
Clostridium_bolteae,Clostridium_bolteae,306172.0013
Bacteroides_eggerthii,Bacteroides_eggerthii,302747.4818
Firmicutes_bacterium_CAG83,Firmicutes_bacterium_CAG83,302277.0393
unclassified_g__Oscillibacter,unclassified_g__Oscillibacter,300634.1762
Bacteroides_coprocola_CAG162,Bacteroides_coprocola_CAG162,299599.591
Alistipes_sp._CAG53,Alistipes_sp._CAG53,291097.6557
Peptoclostridium_difficile,Peptoclostridium_difficile,290273.7306
Bacteroides_sp._3_1_13,Bacteroides_sp._3_1_13,269614.2871
Bacteroides_stercoris_CAG120,Bacteroides_stercoris_CAG120,255433.0574
Bacteroides_coprophilus,Bacteroides_coprophilus,251128.5331
Firmicutes_bacterium_CAG65,Firmicutes_bacterium_CAG65,249832.7
Alistipes_onderdonkii,Alistipes_onderdonkii,243671.2102
Firmicutes_bacterium_CAG176,Firmicutes_bacterium_CAG176,241831.1848
Shigella_sonnei,Shigella_sonnei,231467.2526
Ruminococcus_sp._CAG177,Ruminococcus_sp._CAG177,228162.0354
Collinsella_sp._4_8_47FAA,Collinsella_sp._4_8_47FAA,219001.6477
Dialister_invisus_CAG218,Dialister_invisus_CAG218,214799.4276
Eubacterium_hallii,Eubacterium_hallii,212665.6784
Anaerotruncus_colihominis,Anaerotruncus_colihominis,211993.4758
Alistipes_sp._AL.1,Alistipes_sp._AL.1,211274.8482
Oscillibacter_sp._CAG241,Oscillibacter_sp._CAG241,205861.4462
Roseburia_sp._CAG18,Roseburia_sp._CAG18,201986.2346
Blautia_sp._CAG37,Blautia_sp._CAG37,194233.0683
Parasutterella_excrementihominis,Parasutterella_excrementihominis,193131.0516
Eubacterium_desmolans,Eubacterium_desmolans,191598.2859
Ruminococcaceae_bacterium_cv2,Ruminococcaceae_bacterium_cv2,186860.8353
Ruminococcaceae_bacterium_585.1,Ruminococcaceae_bacterium_585.1,185821.5773
Clostridium_sp._CAG91,Clostridium_sp._CAG91,185087.9966
Bacteroides_faecis,Bacteroides_faecis,184883.8923
Parabacteroides_goldsteinii,Parabacteroides_goldsteinii,184164.5509
Intestinimonas_butyriciproducens,Intestinimonas_butyriciproducens,183174.2031
Alistipes_obesi,Alistipes_obesi,177020.0659
Ruminococcaceae_bacterium_D16,Ruminococcaceae_bacterium_D16,175352.0441
Proteobacteria_bacterium_CAG139,Proteobacteria_bacterium_CAG139,170277.7475
Clostridia_bacterium_UC5.1.1D1,Clostridia_bacterium_UC5.1.1D1,168637.3669
Ruminococcus_callidus,Ruminococcus_callidus,168251.4016
unclassified_g__Escherichia,unclassified_g__Escherichia,165587.919
Prevotella_sp._109,Prevotella_sp._109,164918.6729
Bacteroides_sp._D2,Bacteroides_sp._D2,164567.0385
Eubacterium_eligens,Eubacterium_eligens,161814.6434
Prevotella_sp._CAG386,Prevotella_sp._CAG386,158670.9127
Parabacteroides_johnsonii,Parabacteroides_johnsonii,158133.8248
Clostridium_sp._GD3,Clostridium_sp._GD3,157602.2302
Blautia_sp._GD8,Blautia_sp._GD8,152624.8045
Escherichia_albertii,Escherichia_albertii,150782.4349
Prevotella_sp._CAG604,Prevotella_sp._CAG604,150238.86
Dorea_formicigenerans,Dorea_formicigenerans,148483.1841
Firmicutes_bacterium_CAG170,Firmicutes_bacterium_CAG170,144413.9691
Prevotella_stercorea,Prevotella_stercorea,142983.5872
Parabacteroides_sp._D26,Parabacteroides_sp._D26,141644.9755
Bifidobacterium_pseudocatenulatum_CAG263,Bifidobacterium_pseudocatenulatum_CAG263,141168.8616
Oscillospiraceae_bacterium_VE202.24,Oscillospiraceae_bacterium_VE202.24,141129.7723
Streptococcus_salivarius,Streptococcus_salivarius,140697.419
Enterobacter_cloacae,Enterobacter_cloacae,136889.3206
unclassified_g__Eggerthella,unclassified_g__Eggerthella,136593.3518
Firmicutes_bacterium_CAG129,Firmicutes_bacterium_CAG129,135725.3096
Ruminococcus_sp._CAG57,Ruminococcus_sp._CAG57,135717.3048
Collinsella_sp._CAG166,Collinsella_sp._CAG166,134904.7821
Eubacterium_sp._CAG146,Eubacterium_sp._CAG146,133588.6345
Parabacteroides_gordonii,Parabacteroides_gordonii,133413.7299
Clostridium_symbiosum,Clostridium_symbiosum,131764.1001
Megamonas_rupellensis,Megamonas_rupellensis,129016.3022
Blautia_sp._CAG237,Blautia_sp._CAG237,127892.1724
Streptococcus_parasanguinis,Streptococcus_parasanguinis,125402.6353
unclassified_g__Blautia,unclassified_g__Blautia,124908.1792
Bacteroides_clarus,Bacteroides_clarus,124561.9332
Shigella_dysenteriae,Shigella_dysenteriae,124504.0467
Veillonella_parvula,Veillonella_parvula,124177.6675
Dialister_sp._CAG357,Dialister_sp._CAG357,123706.3535
Ruminococcaceae_bacterium_668,Ruminococcaceae_bacterium_668,123206.8263
Candidatus_Alistipes_marseilloanorexicus,Candidatus_Alistipes_marseilloanorexicus,121749.8349
Clostridium_sp._CAG138,Clostridium_sp._CAG138,120157.9655
Bifidobacterium_kashiwanohense,Bifidobacterium_kashiwanohense,119966.7273
unclassified_g__Fusicatenibacter,unclassified_g__Fusicatenibacter,119820.5301
Bacteroides_salyersiae,Bacteroides_salyersiae,117744.5944
Bacteroides_sp._3_1_19,Bacteroides_sp._3_1_19,117709.6553
unclassified_f__Ruminococcaceae,unclassified_f__Ruminococcaceae,115383.3278
Prevotella_sp._CAG732,Prevotella_sp._CAG732,114929.6251
Blautia_sp._Marseille.P2398,Blautia_sp._Marseille.P2398,114287.1436
unclassified_g__Megamonas,unclassified_g__Megamonas,112385.6108
Blautia_sp._KLE_1732,Blautia_sp._KLE_1732,109383.4653
Eggerthella_lenta,Eggerthella_lenta,105676.3446
Eubacterium_rectale_CAG36,Eubacterium_rectale_CAG36,102629.4539
Ruminococcus_faecis,Ruminococcus_faecis,101757.3373
Ruminococcus_sp._5_1_39BFAA,Ruminococcus_sp._5_1_39BFAA,101722.3466
Veillonella_dispar,Veillonella_dispar,101225.0021
Bacteroides_sp._CAG98,Bacteroides_sp._CAG98,100822.1153
Eubacterium_sp._CAG251,Eubacterium_sp._CAG251,96707.83992
Firmicutes_bacterium_CAG110,Firmicutes_bacterium_CAG110,96379.90682
Clostridium_innocuum,Clostridium_innocuum,94235.28713
Prevotella_stercorea_CAG629,Prevotella_stercorea_CAG629,91030.63789
Dialister_succinatiphilus,Dialister_succinatiphilus,90819.7063
Citrobacter_freundii,Citrobacter_freundii,90673.57549
Bifidobacterium_catenulatum,Bifidobacterium_catenulatum,90248.52557
unclassified_g__Klebsiella,unclassified_g__Klebsiella,89644.35454
Bacteroides_caccae_CAG21,Bacteroides_caccae_CAG21,86658.14646
Salmonella_enterica,Salmonella_enterica,85317.41918
Parabacteroides_merdae_CAG48,Parabacteroides_merdae_CAG48,84898.24001
Klebsiella_oxytoca,Klebsiella_oxytoca,82083.95015
Lachnospira_pectinoschiza,Lachnospira_pectinoschiza,80666.33655
Blautia_sp._CAG257,Blautia_sp._CAG257,78423.68719
unclassified_g__Citrobacter,unclassified_g__Citrobacter,77684.84001
Rothia_mucilaginosa,Rothia_mucilaginosa,74920.38196
Prevotella_sp._CAG255,Prevotella_sp._CAG255,71051.54976
unclassified_g__Enterobacter,unclassified_g__Enterobacter,70468.64319
Prevotella_sp._CAG520,Prevotella_sp._CAG520,70120.54607
unclassified_g__Veillonella,unclassified_g__Veillonella,67236.46883
Intestinimonas_sp._GD2,Intestinimonas_sp._GD2,65905.13413
Eubacterium_sp._CAG76,Eubacterium_sp._CAG76,65533.93302
Parabacteroides_sp._HGS0025,Parabacteroides_sp._HGS0025,62333.66771
Megamonas_funiformis_CAG377,Megamonas_funiformis_CAG377,62081.00579
Candidatus_Bacteroides_timonensis,Candidatus_Bacteroides_timonensis,61155.96321
Megamonas_hypermegale,Megamonas_hypermegale,60858.4749
unclassified_g__Prevotella,unclassified_g__Prevotella,60091.83128
Bacteroides_intestinalis_CAG315,Bacteroides_intestinalis_CAG315,59481.19081
Bacteroides_salanitronis,Bacteroides_salanitronis,57269.88535
Ruminococcus_gnavus_CAG126,Ruminococcus_gnavus_CAG126,56849.03558
Clostridiaceae_bacterium_MS3,Clostridiaceae_bacterium_MS3,56173.55604
Citrobacter_sp._FDAARGOS_156,Citrobacter_sp._FDAARGOS_156,54559.90959
Prevotella_buccae,Prevotella_buccae,51239.46505
Firmicutes_bacterium_CAG341,Firmicutes_bacterium_CAG341,50208.00458
Clostridium_sp._CAG226,Clostridium_sp._CAG226,50193.96211
Sinorhizobium_sp._GL28,Sinorhizobium_sp._GL28,48023.34359
Firmicutes_bacterium_CAG227,Firmicutes_bacterium_CAG227,44039.45231
Veillonella_atypica,Veillonella_atypica,43846.16843
Prevotella_sp._CAG279,Prevotella_sp._CAG279,39755.308
Anaerostipes_caccae,Anaerostipes_caccae,38839.97716
Bacteroides_faecis_CAG32,Bacteroides_faecis_CAG32,38113.71563
Clostridium_hathewayi_CAG224,Clostridium_hathewayi_CAG224,37492.26771
Citrobacter_sp._MGH100,Citrobacter_sp._MGH100,35208.21481
Firmicutes_bacterium_CAG321,Firmicutes_bacterium_CAG321,34961.76611
Lachnospiraceae_bacterium_TF01.11,Lachnospiraceae_bacterium_TF01.11,34544.92863
Clostridium_sp._CAG302,Clostridium_sp._CAG302,33242.40824
Citrobacter_pasteurii,Citrobacter_pasteurii,29321.90031
Bacteroides_coprophilus_CAG333,Bacteroides_coprophilus_CAG333,28801.22294
Alistipes_inops,Alistipes_inops,26692.32701
Ruminococcus_sp._CAG488,Ruminococcus_sp._CAG488,25862.30584
Bacteroides_sp._CAG462,Bacteroides_sp._CAG462,24484.44571
Roseburia_sp._CAG197,Roseburia_sp._CAG197,23549.89073
Prevotella_sp._CAG617,Prevotella_sp._CAG617,15783.96079
