Source,Target,Type,Weight,r-vlue,sign
Bacteroides_caccae_CAG21,Bacteroides_caccae,Undirected,0.907757755,0.907757755,pos
Bacteroides_cellulosilyticus,Bacteroides_faecis,Undirected,0.618076532,0.618076532,pos
Bacteroides_cellulosilyticus,Bacteroides_faecis_CAG32,Undirected,0.605234116,0.605234116,pos
Bacteroides_cellulosilyticus,Bacteroides_finegoldii,Undirected,0.765317005,0.765317005,pos
Bacteroides_cellulosilyticus,Bacteroides_fragilis,Undirected,0.812929324,0.812929324,pos
Bacteroides_cellulosilyticus,Bacteroides_intestinalis,Undirected,0.870486944,0.870486944,pos
Bacteroides_cellulosilyticus,Bacteroides_intestinalis_CAG315,Undirected,0.804212025,0.804212025,pos
Bacteroides_cellulosilyticus,Bacteroides_ovatus,Undirected,0.712890244,0.712890244,pos
Bacteroides_cellulosilyticus,Bacteroides_salyersiae,Undirected,0.696289812,0.696289812,pos
Bacteroides_cellulosilyticus,Bacteroides_sp._3_1_13,Undirected,0.619680093,0.619680093,pos
Bacteroides_cellulosilyticus,Bacteroides_sp._D2,Undirected,0.676671052,0.676671052,pos
Bacteroides_cellulosilyticus,Bacteroides_thetaiotaomicron,Undirected,0.738437498,0.738437498,pos
Bacteroides_cellulosilyticus,Bacteroides_uniformis,Undirected,0.700313908,0.700313908,pos
Bacteroides_cellulosilyticus,Bacteroides_xylanisolvens,Undirected,0.677736166,0.677736166,pos
Bacteroides_cellulosilyticus,Candidatus_Bacteroides_timonensis,Undirected,0.829955238,0.829955238,pos
Bacteroides_cellulosilyticus,Parabacteroides_distasonis,Undirected,0.652233113,0.652233113,pos
Bacteroides_cellulosilyticus,Parabacteroides_goldsteinii,Undirected,0.662072938,0.662072938,pos
Bacteroides_cellulosilyticus,Parabacteroides_gordonii,Undirected,0.683309515,0.683309515,pos
Bacteroides_cellulosilyticus,Parabacteroides_johnsonii,Undirected,0.661698414,0.661698414,pos
Bacteroides_cellulosilyticus,Parabacteroides_sp._D26,Undirected,0.638738656,0.638738656,pos
Bacteroides_cellulosilyticus,unclassified_g__Bacteroides,Undirected,0.718044251,0.718044251,pos
Bacteroides_cellulosilyticus,unclassified_g__Parabacteroides,Undirected,0.640275074,0.640275074,pos
Bacteroides_cellulosilyticus,unclassified_o__Bacteroidales,Undirected,0.715513777,0.715513777,pos
Bacteroides_clarus,Bacteroides_eggerthii,Undirected,0.848511448,0.848511448,pos
Bacteroides_clarus,Bacteroides_finegoldii,Undirected,0.706209089,0.706209089,pos
Bacteroides_clarus,Bacteroides_fragilis,Undirected,0.665045983,0.665045983,pos
Bacteroides_clarus,Bacteroides_intestinalis,Undirected,0.605808575,0.605808575,pos
Bacteroides_clarus,Bacteroides_intestinalis_CAG315,Undirected,0.61554934,0.61554934,pos
Bacteroides_clarus,Bacteroides_salyersiae,Undirected,0.735774304,0.735774304,pos
Bacteroides_clarus,Bacteroides_stercoris,Undirected,0.859929749,0.859929749,pos
Bacteroides_clarus,Bacteroides_stercoris_CAG120,Undirected,0.851384657,0.851384657,pos
Bacteroides_clarus,Bacteroides_uniformis,Undirected,0.70314572,0.70314572,pos
Bacteroides_clarus,Candidatus_Bacteroides_timonensis,Undirected,0.651578452,0.651578452,pos
Bacteroides_clarus,Parabacteroides_goldsteinii,Undirected,0.650523685,0.650523685,pos
Bacteroides_clarus,Parabacteroides_gordonii,Undirected,0.680068758,0.680068758,pos
Bacteroides_clarus,Parabacteroides_johnsonii,Undirected,0.635279304,0.635279304,pos
Bacteroides_clarus,unclassified_g__Bacteroides,Undirected,0.698575295,0.698575295,pos
Bacteroides_clarus,unclassified_o__Bacteroidales,Undirected,0.711641836,0.711641836,pos
Bacteroides_coprocola,Bacteroides_coprocola_CAG162,Undirected,0.9017571,0.9017571,pos
Bacteroides_coprocola_CAG162,Bacteroides_coprocola,Undirected,0.9017571,0.9017571,pos
Bacteroides_coprophilus,Bacteroides_coprophilus_CAG333,Undirected,0.717584028,0.717584028,pos
Bacteroides_coprophilus,Bacteroides_salanitronis,Undirected,0.660982827,0.660982827,pos
Bacteroides_coprophilus,Paraprevotella_clara,Undirected,0.613827478,0.613827478,pos
Bacteroides_coprophilus,Prevotella_sp._CAG617,Undirected,0.674173871,0.674173871,pos
Bacteroides_coprophilus_CAG333,Bacteroides_coprophilus,Undirected,0.717584028,0.717584028,pos
Bacteroides_dorei,Bacteroides_finegoldii,Undirected,0.678671703,0.678671703,pos
Bacteroides_dorei,Bacteroides_ovatus,Undirected,0.662344749,0.662344749,pos
Bacteroides_dorei,Bacteroides_salyersiae,Undirected,0.615068303,0.615068303,pos
Bacteroides_dorei,Bacteroides_sp._D2,Undirected,0.665832187,0.665832187,pos
Bacteroides_dorei,Bacteroides_thetaiotaomicron,Undirected,0.617917213,0.617917213,pos
Bacteroides_dorei,Bacteroides_uniformis,Undirected,0.613425482,0.613425482,pos
Bacteroides_dorei,Bacteroides_vulgatus,Undirected,0.928932839,0.928932839,pos
Bacteroides_dorei,unclassified_g__Bacteroides,Undirected,0.795359052,0.795359052,pos
Bacteroides_dorei,unclassified_o__Bacteroidales,Undirected,0.699703071,0.699703071,pos
Bacteroides_eggerthii,Bacteroides_clarus,Undirected,0.848511448,0.848511448,pos
Bacteroides_eggerthii,Bacteroides_finegoldii,Undirected,0.650166189,0.650166189,pos
Bacteroides_eggerthii,Bacteroides_fragilis,Undirected,0.695305027,0.695305027,pos
Bacteroides_eggerthii,Bacteroides_salyersiae,Undirected,0.70808356,0.70808356,pos
Bacteroides_eggerthii,Bacteroides_stercoris,Undirected,0.744028667,0.744028667,pos
Bacteroides_eggerthii,Bacteroides_stercoris_CAG120,Undirected,0.737775194,0.737775194,pos
Bacteroides_eggerthii,Bacteroides_uniformis,Undirected,0.683138521,0.683138521,pos
Bacteroides_eggerthii,Candidatus_Bacteroides_timonensis,Undirected,0.610360924,0.610360924,pos
Bacteroides_eggerthii,Parabacteroides_goldsteinii,Undirected,0.621666867,0.621666867,pos
Bacteroides_eggerthii,Parabacteroides_gordonii,Undirected,0.677409076,0.677409076,pos
Bacteroides_eggerthii,unclassified_g__Bacteroides,Undirected,0.727492475,0.727492475,pos
Bacteroides_eggerthii,unclassified_o__Bacteroidales,Undirected,0.7222837,0.7222837,pos
Bacteroides_faecis,Bacteroides_cellulosilyticus,Undirected,0.618076532,0.618076532,pos
Bacteroides_faecis,Bacteroides_faecis_CAG32,Undirected,0.807075796,0.807075796,pos
Bacteroides_faecis,Bacteroides_intestinalis_CAG315,Undirected,0.627787019,0.627787019,pos
Bacteroides_faecis,Bacteroides_ovatus,Undirected,0.617732463,0.617732463,pos
Bacteroides_faecis,Bacteroides_sp._D2,Undirected,0.606576608,0.606576608,pos
Bacteroides_faecis,Bacteroides_thetaiotaomicron,Undirected,0.67007736,0.67007736,pos
Bacteroides_faecis,Candidatus_Bacteroides_timonensis,Undirected,0.656147839,0.656147839,pos
Bacteroides_faecis_CAG32,Bacteroides_cellulosilyticus,Undirected,0.605234116,0.605234116,pos
Bacteroides_faecis_CAG32,Bacteroides_faecis,Undirected,0.807075796,0.807075796,pos
Bacteroides_faecis_CAG32,Bacteroides_finegoldii,Undirected,0.655700514,0.655700514,pos
Bacteroides_faecis_CAG32,Bacteroides_fragilis,Undirected,0.626833332,0.626833332,pos
Bacteroides_faecis_CAG32,Bacteroides_intestinalis,Undirected,0.673117319,0.673117319,pos
Bacteroides_faecis_CAG32,Bacteroides_intestinalis_CAG315,Undirected,0.660500868,0.660500868,pos
Bacteroides_faecis_CAG32,Bacteroides_ovatus,Undirected,0.654764611,0.654764611,pos
Bacteroides_faecis_CAG32,Bacteroides_salyersiae,Undirected,0.682477806,0.682477806,pos
Bacteroides_faecis_CAG32,Bacteroides_sp._3_1_13,Undirected,0.641198852,0.641198852,pos
Bacteroides_faecis_CAG32,Bacteroides_sp._3_1_19,Undirected,0.616261959,0.616261959,pos
Bacteroides_faecis_CAG32,Bacteroides_sp._D2,Undirected,0.671929952,0.671929952,pos
Bacteroides_faecis_CAG32,Bacteroides_thetaiotaomicron,Undirected,0.77521687,0.77521687,pos
Bacteroides_faecis_CAG32,Bacteroides_xylanisolvens,Undirected,0.665961542,0.665961542,pos
Bacteroides_faecis_CAG32,Candidatus_Bacteroides_timonensis,Undirected,0.698335492,0.698335492,pos
Bacteroides_faecis_CAG32,Parabacteroides_distasonis,Undirected,0.631503164,0.631503164,pos
Bacteroides_faecis_CAG32,Parabacteroides_goldsteinii,Undirected,0.656515687,0.656515687,pos
Bacteroides_faecis_CAG32,Parabacteroides_gordonii,Undirected,0.666025856,0.666025856,pos
Bacteroides_faecis_CAG32,Parabacteroides_sp._HGS0025,Undirected,0.621659146,0.621659146,pos
Bacteroides_faecis_CAG32,unclassified_g__Bacteroides,Undirected,0.652448887,0.652448887,pos
Bacteroides_faecis_CAG32,unclassified_o__Bacteroidales,Undirected,0.66254046,0.66254046,pos
Bacteroides_finegoldii,Bacteroides_caccae,Undirected,0.620016271,0.620016271,pos
Bacteroides_finegoldii,Bacteroides_cellulosilyticus,Undirected,0.765317005,0.765317005,pos
Bacteroides_finegoldii,Bacteroides_clarus,Undirected,0.706209089,0.706209089,pos
Bacteroides_finegoldii,Bacteroides_dorei,Undirected,0.678671703,0.678671703,pos
Bacteroides_finegoldii,Bacteroides_eggerthii,Undirected,0.650166189,0.650166189,pos
Bacteroides_finegoldii,Bacteroides_faecis_CAG32,Undirected,0.655700514,0.655700514,pos
Bacteroides_finegoldii,Bacteroides_fragilis,Undirected,0.767939387,0.767939387,pos
Bacteroides_finegoldii,Bacteroides_intestinalis,Undirected,0.726190188,0.726190188,pos
Bacteroides_finegoldii,Bacteroides_intestinalis_CAG315,Undirected,0.67709902,0.67709902,pos
Bacteroides_finegoldii,Bacteroides_ovatus,Undirected,0.775514318,0.775514318,pos
Bacteroides_finegoldii,Bacteroides_salyersiae,Undirected,0.799833708,0.799833708,pos
Bacteroides_finegoldii,Bacteroides_sp._3_1_13,Undirected,0.738237046,0.738237046,pos
Bacteroides_finegoldii,Bacteroides_sp._3_1_19,Undirected,0.665579597,0.665579597,pos
Bacteroides_finegoldii,Bacteroides_sp._D2,Undirected,0.758976877,0.758976877,pos
Bacteroides_finegoldii,Bacteroides_thetaiotaomicron,Undirected,0.781133965,0.781133965,pos
Bacteroides_finegoldii,Bacteroides_uniformis,Undirected,0.718362776,0.718362776,pos
Bacteroides_finegoldii,Bacteroides_vulgatus,Undirected,0.647357783,0.647357783,pos
Bacteroides_finegoldii,Bacteroides_xylanisolvens,Undirected,0.789475463,0.789475463,pos
Bacteroides_finegoldii,Candidatus_Bacteroides_timonensis,Undirected,0.754183259,0.754183259,pos
Bacteroides_finegoldii,Collinsella_aerofaciens,Undirected,0.604359841,-0.604359841,neg
Bacteroides_finegoldii,Collinsella_sp._CAG166,Undirected,0.604540758,-0.604540758,neg
Bacteroides_finegoldii,Parabacteroides_distasonis,Undirected,0.729819061,0.729819061,pos
Bacteroides_finegoldii,Parabacteroides_goldsteinii,Undirected,0.728649909,0.728649909,pos
Bacteroides_finegoldii,Parabacteroides_gordonii,Undirected,0.740351914,0.740351914,pos
Bacteroides_finegoldii,Parabacteroides_johnsonii,Undirected,0.632668982,0.632668982,pos
Bacteroides_finegoldii,Parabacteroides_sp._D26,Undirected,0.695550567,0.695550567,pos
Bacteroides_finegoldii,Parabacteroides_sp._HGS0025,Undirected,0.616578978,0.616578978,pos
Bacteroides_finegoldii,unclassified_g__Bacteroides,Undirected,0.835628707,0.835628707,pos
Bacteroides_finegoldii,unclassified_g__Parabacteroides,Undirected,0.712678329,0.712678329,pos
Bacteroides_finegoldii,unclassified_o__Bacteroidales,Undirected,0.834309591,0.834309591,pos
Bacteroides_fragilis,Bacteroides_cellulosilyticus,Undirected,0.812929324,0.812929324,pos
Bacteroides_fragilis,Bacteroides_clarus,Undirected,0.665045983,0.665045983,pos
Bacteroides_fragilis,Bacteroides_eggerthii,Undirected,0.695305027,0.695305027,pos
Bacteroides_fragilis,Bacteroides_faecis_CAG32,Undirected,0.626833332,0.626833332,pos
Bacteroides_fragilis,Bacteroides_finegoldii,Undirected,0.767939387,0.767939387,pos
Bacteroides_fragilis,Bacteroides_intestinalis,Undirected,0.763608887,0.763608887,pos
Bacteroides_fragilis,Bacteroides_intestinalis_CAG315,Undirected,0.70873044,0.70873044,pos
Bacteroides_fragilis,Bacteroides_ovatus,Undirected,0.724496495,0.724496495,pos
Bacteroides_fragilis,Bacteroides_salyersiae,Undirected,0.770769571,0.770769571,pos
Bacteroides_fragilis,Bacteroides_sp._3_1_13,Undirected,0.651694694,0.651694694,pos
Bacteroides_fragilis,Bacteroides_sp._3_1_19,Undirected,0.6309523,0.6309523,pos
Bacteroides_fragilis,Bacteroides_sp._D2,Undirected,0.706428239,0.706428239,pos
Bacteroides_fragilis,Bacteroides_thetaiotaomicron,Undirected,0.676874296,0.676874296,pos
Bacteroides_fragilis,Bacteroides_uniformis,Undirected,0.674859422,0.674859422,pos
Bacteroides_fragilis,Bacteroides_xylanisolvens,Undirected,0.715945908,0.715945908,pos
Bacteroides_fragilis,Candidatus_Bacteroides_timonensis,Undirected,0.668106587,0.668106587,pos
Bacteroides_fragilis,Parabacteroides_distasonis,Undirected,0.720585644,0.720585644,pos
Bacteroides_fragilis,Parabacteroides_goldsteinii,Undirected,0.662919977,0.662919977,pos
Bacteroides_fragilis,Parabacteroides_gordonii,Undirected,0.707245163,0.707245163,pos
Bacteroides_fragilis,Parabacteroides_johnsonii,Undirected,0.619186307,0.619186307,pos
Bacteroides_fragilis,Parabacteroides_sp._D26,Undirected,0.696231692,0.696231692,pos
Bacteroides_fragilis,unclassified_g__Bacteroides,Undirected,0.85233699,0.85233699,pos
Bacteroides_fragilis,unclassified_g__Parabacteroides,Undirected,0.679340403,0.679340403,pos
Bacteroides_fragilis,unclassified_o__Bacteroidales,Undirected,0.825516316,0.825516316,pos
Bacteroides_intestinalis,Bacteroides_cellulosilyticus,Undirected,0.870486944,0.870486944,pos
Bacteroides_intestinalis,Bacteroides_clarus,Undirected,0.605808575,0.605808575,pos
Bacteroides_intestinalis,Bacteroides_faecis_CAG32,Undirected,0.673117319,0.673117319,pos
Bacteroides_intestinalis,Bacteroides_finegoldii,Undirected,0.726190188,0.726190188,pos
Bacteroides_intestinalis,Bacteroides_fragilis,Undirected,0.763608887,0.763608887,pos
Bacteroides_intestinalis,Bacteroides_intestinalis_CAG315,Undirected,0.918600702,0.918600702,pos
Bacteroides_intestinalis,Bacteroides_ovatus,Undirected,0.661589806,0.661589806,pos
Bacteroides_intestinalis,Bacteroides_salyersiae,Undirected,0.680813223,0.680813223,pos
Bacteroides_intestinalis,Bacteroides_sp._3_1_13,Undirected,0.629127865,0.629127865,pos
Bacteroides_intestinalis,Bacteroides_sp._D2,Undirected,0.671307695,0.671307695,pos
Bacteroides_intestinalis,Bacteroides_thetaiotaomicron,Undirected,0.749854986,0.749854986,pos
Bacteroides_intestinalis,Bacteroides_uniformis,Undirected,0.732990752,0.732990752,pos
Bacteroides_intestinalis,Bacteroides_xylanisolvens,Undirected,0.691950788,0.691950788,pos
Bacteroides_intestinalis,Candidatus_Bacteroides_timonensis,Undirected,0.849971984,0.849971984,pos
Bacteroides_intestinalis,Parabacteroides_distasonis,Undirected,0.661957645,0.661957645,pos
Bacteroides_intestinalis,Parabacteroides_goldsteinii,Undirected,0.701396835,0.701396835,pos
Bacteroides_intestinalis,Parabacteroides_gordonii,Undirected,0.669026436,0.669026436,pos
Bacteroides_intestinalis,Parabacteroides_sp._D26,Undirected,0.624788104,0.624788104,pos
Bacteroides_intestinalis,unclassified_g__Bacteroides,Undirected,0.744925119,0.744925119,pos
Bacteroides_intestinalis,unclassified_g__Parabacteroides,Undirected,0.634411277,0.634411277,pos
Bacteroides_intestinalis,unclassified_o__Bacteroidales,Undirected,0.703938415,0.703938415,pos
Bacteroides_intestinalis_CAG315,Bacteroides_cellulosilyticus,Undirected,0.804212025,0.804212025,pos
Bacteroides_intestinalis_CAG315,Bacteroides_clarus,Undirected,0.61554934,0.61554934,pos
Bacteroides_intestinalis_CAG315,Bacteroides_faecis,Undirected,0.627787019,0.627787019,pos
Bacteroides_intestinalis_CAG315,Bacteroides_faecis_CAG32,Undirected,0.660500868,0.660500868,pos
Bacteroides_intestinalis_CAG315,Bacteroides_finegoldii,Undirected,0.67709902,0.67709902,pos
Bacteroides_intestinalis_CAG315,Bacteroides_fragilis,Undirected,0.70873044,0.70873044,pos
Bacteroides_intestinalis_CAG315,Bacteroides_intestinalis,Undirected,0.918600702,0.918600702,pos
Bacteroides_intestinalis_CAG315,Bacteroides_ovatus,Undirected,0.637039796,0.637039796,pos
Bacteroides_intestinalis_CAG315,Bacteroides_salyersiae,Undirected,0.642202342,0.642202342,pos
Bacteroides_intestinalis_CAG315,Bacteroides_sp._D2,Undirected,0.675322707,0.675322707,pos
Bacteroides_intestinalis_CAG315,Bacteroides_thetaiotaomicron,Undirected,0.689212325,0.689212325,pos
Bacteroides_intestinalis_CAG315,Bacteroides_uniformis,Undirected,0.69250694,0.69250694,pos
Bacteroides_intestinalis_CAG315,Bacteroides_xylanisolvens,Undirected,0.624674474,0.624674474,pos
Bacteroides_intestinalis_CAG315,Candidatus_Bacteroides_timonensis,Undirected,0.823062127,0.823062127,pos
Bacteroides_intestinalis_CAG315,Parabacteroides_goldsteinii,Undirected,0.692625598,0.692625598,pos
Bacteroides_intestinalis_CAG315,Parabacteroides_gordonii,Undirected,0.675543987,0.675543987,pos
Bacteroides_intestinalis_CAG315,Parabacteroides_johnsonii,Undirected,0.602716496,0.602716496,pos
Bacteroides_intestinalis_CAG315,Parabacteroides_sp._HGS0025,Undirected,0.629530159,0.629530159,pos
Bacteroides_intestinalis_CAG315,unclassified_g__Bacteroides,Undirected,0.701324467,0.701324467,pos
Bacteroides_intestinalis_CAG315,unclassified_o__Bacteroidales,Undirected,0.67771436,0.67771436,pos
Bacteroides_massiliensis,Bacteroides_sp._CAG98,Undirected,0.895078662,0.895078662,pos
Bacteroides_massiliensis,unclassified_o__Bacteroidales,Undirected,0.61886095,0.61886095,pos
Bacteroides_ovatus,Bacteroides_cellulosilyticus,Undirected,0.712890244,0.712890244,pos
Bacteroides_ovatus,Bacteroides_dorei,Undirected,0.662344749,0.662344749,pos
Bacteroides_ovatus,Bacteroides_faecis,Undirected,0.617732463,0.617732463,pos
Bacteroides_ovatus,Bacteroides_faecis_CAG32,Undirected,0.654764611,0.654764611,pos
Bacteroides_ovatus,Bacteroides_finegoldii,Undirected,0.775514318,0.775514318,pos
Bacteroides_ovatus,Bacteroides_fragilis,Undirected,0.724496495,0.724496495,pos
Bacteroides_ovatus,Bacteroides_intestinalis,Undirected,0.661589806,0.661589806,pos
Bacteroides_ovatus,Bacteroides_intestinalis_CAG315,Undirected,0.637039796,0.637039796,pos
Bacteroides_ovatus,Bacteroides_salyersiae,Undirected,0.748296383,0.748296383,pos
Bacteroides_ovatus,Bacteroides_sp._3_1_13,Undirected,0.852251418,0.852251418,pos
Bacteroides_ovatus,Bacteroides_sp._3_1_19,Undirected,0.634198785,0.634198785,pos
Bacteroides_ovatus,Bacteroides_sp._D2,Undirected,0.957367851,0.957367851,pos
Bacteroides_ovatus,Bacteroides_thetaiotaomicron,Undirected,0.81688077,0.81688077,pos
Bacteroides_ovatus,Bacteroides_uniformis,Undirected,0.641333067,0.641333067,pos
Bacteroides_ovatus,Bacteroides_xylanisolvens,Undirected,0.911583052,0.911583052,pos
Bacteroides_ovatus,Candidatus_Bacteroides_timonensis,Undirected,0.725523932,0.725523932,pos
Bacteroides_ovatus,Parabacteroides_distasonis,Undirected,0.732308503,0.732308503,pos
Bacteroides_ovatus,Parabacteroides_goldsteinii,Undirected,0.716866442,0.716866442,pos
Bacteroides_ovatus,Parabacteroides_gordonii,Undirected,0.749332721,0.749332721,pos
Bacteroides_ovatus,Parabacteroides_sp._D26,Undirected,0.703424893,0.703424893,pos
Bacteroides_ovatus,Parabacteroides_sp._HGS0025,Undirected,0.640482525,0.640482525,pos
Bacteroides_ovatus,unclassified_g__Bacteroides,Undirected,0.78433904,0.78433904,pos
Bacteroides_ovatus,unclassified_g__Parabacteroides,Undirected,0.669537889,0.669537889,pos
Bacteroides_ovatus,unclassified_o__Bacteroidales,Undirected,0.789575978,0.789575978,pos
Bacteroides_plebeius,Bacteroides_plebeius_CAG211,Undirected,0.959182278,0.959182278,pos
Bacteroides_plebeius,Bacteroides_salanitronis,Undirected,0.648600401,0.648600401,pos
Bacteroides_plebeius_CAG211,Bacteroides_plebeius,Undirected,0.959182278,0.959182278,pos
Bacteroides_salanitronis,Bacteroides_coprophilus,Undirected,0.660982827,0.660982827,pos
Bacteroides_salanitronis,Bacteroides_plebeius,Undirected,0.648600401,0.648600401,pos
Bacteroides_salanitronis,Bacteroides_sp._CAG462,Undirected,0.660583086,0.660583086,pos
Bacteroides_salyersiae,Bacteroides_cellulosilyticus,Undirected,0.696289812,0.696289812,pos
Bacteroides_salyersiae,Bacteroides_clarus,Undirected,0.735774304,0.735774304,pos
Bacteroides_salyersiae,Bacteroides_dorei,Undirected,0.615068303,0.615068303,pos
Bacteroides_salyersiae,Bacteroides_eggerthii,Undirected,0.70808356,0.70808356,pos
Bacteroides_salyersiae,Bacteroides_faecis_CAG32,Undirected,0.682477806,0.682477806,pos
Bacteroides_salyersiae,Bacteroides_finegoldii,Undirected,0.799833708,0.799833708,pos
Bacteroides_salyersiae,Bacteroides_fragilis,Undirected,0.770769571,0.770769571,pos
Bacteroides_salyersiae,Bacteroides_intestinalis,Undirected,0.680813223,0.680813223,pos
Bacteroides_salyersiae,Bacteroides_intestinalis_CAG315,Undirected,0.642202342,0.642202342,pos
