Source,Target,Type,Weight,r-vlue,sign
Alistipes_shahii,Candidatus_Alistipes_marseilloanorexicus,Undirected,0.613502824,0.613502824,pos
Alistipes_shahii,unclassified_g__Alistipes,Undirected,0.743575755,0.743575755,pos
Alistipes_sp._AL.1,Alistipes_finegoldii,Undirected,0.956533371,0.956533371,pos
Alistipes_sp._AL.1,Alistipes_onderdonkii,Undirected,0.95734335,0.95734335,pos
Alistipes_sp._AL.1,Alistipes_shahii,Undirected,0.652344091,0.652344091,pos
Alistipes_sp._AL.1,Alistipes_sp._CAG29,Undirected,0.949497797,0.949497797,pos
Alistipes_sp._AL.1,Alistipes_sp._CAG53,Undirected,0.619343139,0.619343139,pos
Alistipes_sp._AL.1,unclassified_g__Alistipes,Undirected,0.908095898,0.908095898,pos
Alistipes_sp._CAG29,Alistipes_finegoldii,Undirected,0.945492469,0.945492469,pos
Alistipes_sp._CAG29,Alistipes_onderdonkii,Undirected,0.921786067,0.921786067,pos
Alistipes_sp._CAG29,Alistipes_sp._AL.1,Undirected,0.949497797,0.949497797,pos
Alistipes_sp._CAG29,unclassified_g__Alistipes,Undirected,0.860916134,0.860916134,pos
Alistipes_sp._CAG53,Alistipes_finegoldii,Undirected,0.659894906,0.659894906,pos
Alistipes_sp._CAG53,Alistipes_obesi,Undirected,0.715809192,0.715809192,pos
Alistipes_sp._CAG53,Alistipes_onderdonkii,Undirected,0.658720424,0.658720424,pos
Alistipes_sp._CAG53,Alistipes_shahii,Undirected,0.952376778,0.952376778,pos
Alistipes_sp._CAG53,Alistipes_sp._AL.1,Undirected,0.619343139,0.619343139,pos
Alistipes_sp._CAG53,Candidatus_Alistipes_marseilloanorexicus,Undirected,0.621107963,0.621107963,pos
Alistipes_sp._CAG53,unclassified_g__Alistipes,Undirected,0.674396371,0.674396371,pos
Anaerostipes_caccae,Bifidobacterium_breve,Undirected,0.602612028,0.602612028,pos
Anaerostipes_caccae,Eggerthella_lenta,Undirected,0.630065118,0.630065118,pos
Anaerostipes_caccae,Peptoclostridium_difficile,Undirected,0.635103855,0.635103855,pos
Anaerostipes_caccae,unclassified_g__Eggerthella,Undirected,0.612873964,0.612873964,pos
Anaerostipes_hadrus,Blautia_obeum,Undirected,0.77561343,0.77561343,pos
Anaerostipes_hadrus,Blautia_sp._GD8,Undirected,0.638223213,0.638223213,pos
Anaerostipes_hadrus,Blautia_sp._KLE_1732,Undirected,0.640185132,0.640185132,pos
Anaerostipes_hadrus,Blautia_sp._Marseille.P2398,Undirected,0.751652574,0.751652574,pos
Anaerostipes_hadrus,Blautia_wexlerae,Undirected,0.73597542,0.73597542,pos
Anaerostipes_hadrus,Dorea_formicigenerans,Undirected,0.624929726,0.624929726,pos
Anaerostipes_hadrus,Dorea_longicatena,Undirected,0.641616663,0.641616663,pos
Anaerostipes_hadrus,Eubacterium_hallii,Undirected,0.669476452,0.669476452,pos
Anaerostipes_hadrus,Fusicatenibacter_saccharivorans,Undirected,0.648445694,0.648445694,pos
Anaerostipes_hadrus,Ruminococcus_sp._5_1_39BFAA,Undirected,0.728267792,0.728267792,pos
Anaerostipes_hadrus,unclassified_g__Blautia,Undirected,0.728385657,0.728385657,pos
Anaerotruncus_colihominis,Intestinimonas_butyriciproducens,Undirected,0.702928073,0.702928073,pos
Anaerotruncus_colihominis,Intestinimonas_sp._GD2,Undirected,0.720406259,0.720406259,pos
Anaerotruncus_colihominis,Ruminococcaceae_bacterium_585.1,Undirected,0.658708993,0.658708993,pos
Anaerotruncus_colihominis,Ruminococcaceae_bacterium_668,Undirected,0.658911851,0.658911851,pos
Anaerotruncus_colihominis,Ruminococcaceae_bacterium_cv2,Undirected,0.709795563,0.709795563,pos
Anaerotruncus_colihominis,Subdoligranulum_sp._4_3_54A2FAA,Undirected,0.639138938,0.639138938,pos
Anaerotruncus_sp._CAG528,Clostridium_sp._CAG217,Undirected,0.662779822,0.662779822,pos
Anaerotruncus_sp._CAG528,Firmicutes_bacterium_CAG341,Undirected,0.655370485,0.655370485,pos
Bacteroides_caccae,Bacteroides_caccae_CAG21,Undirected,0.935720263,0.935720263,pos
Bacteroides_caccae,Bacteroides_finegoldii,Undirected,0.628838268,0.628838268,pos
Bacteroides_caccae_CAG21,Bacteroides_caccae,Undirected,0.935720263,0.935720263,pos
Bacteroides_cellulosilyticus,Bacteroides_fragilis,Undirected,0.746516599,0.746516599,pos
Bacteroides_cellulosilyticus,Bacteroides_intestinalis,Undirected,0.80233049,0.80233049,pos
Bacteroides_cellulosilyticus,Bacteroides_intestinalis_CAG315,Undirected,0.677355294,0.677355294,pos
Bacteroides_cellulosilyticus,Bacteroides_salyersiae,Undirected,0.684257586,0.684257586,pos
Bacteroides_cellulosilyticus,Candidatus_Bacteroides_timonensis,Undirected,0.724317221,0.724317221,pos
Bacteroides_cellulosilyticus,Parabacteroides_sp._D26,Undirected,0.600832662,0.600832662,pos
Bacteroides_cellulosilyticus,unclassified_g__Bacteroides,Undirected,0.745612432,0.745612432,pos
Bacteroides_cellulosilyticus,unclassified_o__Bacteroidales,Undirected,0.636142052,0.636142052,pos
Bacteroides_clarus,Bacteroides_eggerthii,Undirected,0.702416278,0.702416278,pos
Bacteroides_clarus,Bacteroides_finegoldii,Undirected,0.632686475,0.632686475,pos
Bacteroides_clarus,Bacteroides_stercoris,Undirected,0.782394102,0.782394102,pos
Bacteroides_clarus,Bacteroides_stercoris_CAG120,Undirected,0.799619354,0.799619354,pos
Bacteroides_clarus,Bacteroides_uniformis,Undirected,0.602325511,0.602325511,pos
Bacteroides_clarus,Paraprevotella_clara,Undirected,0.614502247,0.614502247,pos
Bacteroides_coprocola,Bacteroides_coprocola_CAG162,Undirected,0.823575316,0.823575316,pos
Bacteroides_coprocola,Bacteroides_coprophilus,Undirected,0.722781431,0.722781431,pos
Bacteroides_coprocola,Bacteroides_coprophilus_CAG333,Undirected,0.691108324,0.691108324,pos
Bacteroides_coprocola,Bacteroides_eggerthii,Undirected,0.617170887,0.617170887,pos
Bacteroides_coprocola,Bacteroides_finegoldii,Undirected,0.687236724,0.687236724,pos
Bacteroides_coprocola,Bacteroides_massiliensis,Undirected,0.624241988,0.624241988,pos
Bacteroides_coprocola,Bacteroides_plebeius,Undirected,0.745481506,0.745481506,pos
Bacteroides_coprocola,Bacteroides_plebeius_CAG211,Undirected,0.63620453,0.63620453,pos
Bacteroides_coprocola,Bacteroides_salanitronis,Undirected,0.663883883,0.663883883,pos
Bacteroides_coprocola,unclassified_o__Bacteroidales,Undirected,0.680351812,0.680351812,pos
Bacteroides_coprocola_CAG162,Bacteroides_coprocola,Undirected,0.823575316,0.823575316,pos
Bacteroides_coprocola_CAG162,Bacteroides_plebeius,Undirected,0.651566167,0.651566167,pos
Bacteroides_coprocola_CAG162,Bacteroides_plebeius_CAG211,Undirected,0.623542883,0.623542883,pos
Bacteroides_coprophilus,Bacteroides_coprocola,Undirected,0.722781431,0.722781431,pos
Bacteroides_coprophilus,Bacteroides_coprophilus_CAG333,Undirected,0.73478594,0.73478594,pos
Bacteroides_coprophilus,Bacteroides_eggerthii,Undirected,0.653014248,0.653014248,pos
Bacteroides_coprophilus,Bacteroides_finegoldii,Undirected,0.653306677,0.653306677,pos
Bacteroides_coprophilus,Bacteroides_massiliensis,Undirected,0.65052871,0.65052871,pos
Bacteroides_coprophilus,Bacteroides_plebeius,Undirected,0.69985224,0.69985224,pos
Bacteroides_coprophilus,Bacteroides_salanitronis,Undirected,0.66577631,0.66577631,pos
Bacteroides_coprophilus,Bacteroides_stercoris,Undirected,0.601148071,0.601148071,pos
Bacteroides_coprophilus,Fusicatenibacter_saccharivorans,Undirected,0.63110725,-0.63110725,neg
Bacteroides_coprophilus,Parabacteroides_distasonis,Undirected,0.639637166,0.639637166,pos
Bacteroides_coprophilus,Paraprevotella_clara,Undirected,0.602221826,0.602221826,pos
Bacteroides_coprophilus,Prevotella_sp._109,Undirected,0.703588711,0.703588711,pos
Bacteroides_coprophilus,Prevotella_sp._CAG255,Undirected,0.640367683,0.640367683,pos
Bacteroides_coprophilus,unclassified_o__Bacteroidales,Undirected,0.757642716,0.757642716,pos
Bacteroides_coprophilus_CAG333,Bacteroides_coprocola,Undirected,0.691108324,0.691108324,pos
Bacteroides_coprophilus_CAG333,Bacteroides_coprophilus,Undirected,0.73478594,0.73478594,pos
Bacteroides_coprophilus_CAG333,Bacteroides_plebeius,Undirected,0.736158285,0.736158285,pos
Bacteroides_coprophilus_CAG333,Bacteroides_plebeius_CAG211,Undirected,0.66943624,0.66943624,pos
Bacteroides_coprophilus_CAG333,Bacteroides_salanitronis,Undirected,0.658735807,0.658735807,pos
Bacteroides_coprophilus_CAG333,Bacteroides_sp._CAG462,Undirected,0.622371655,0.622371655,pos
Bacteroides_dorei,Bacteroides_finegoldii,Undirected,0.601819884,0.601819884,pos
Bacteroides_dorei,Bacteroides_ovatus,Undirected,0.673184225,0.673184225,pos
Bacteroides_dorei,Bacteroides_vulgatus,Undirected,0.913116188,0.913116188,pos
Bacteroides_dorei,unclassified_g__Bacteroides,Undirected,0.664023263,0.664023263,pos
Bacteroides_dorei,unclassified_o__Bacteroidales,Undirected,0.631001995,0.631001995,pos
Bacteroides_eggerthii,Bacteroides_clarus,Undirected,0.702416278,0.702416278,pos
Bacteroides_eggerthii,Bacteroides_coprocola,Undirected,0.617170887,0.617170887,pos
Bacteroides_eggerthii,Bacteroides_coprophilus,Undirected,0.653014248,0.653014248,pos
Bacteroides_eggerthii,Bacteroides_finegoldii,Undirected,0.73757259,0.73757259,pos
Bacteroides_eggerthii,Bacteroides_stercoris,Undirected,0.701760496,0.701760496,pos
Bacteroides_eggerthii,Bacteroides_stercoris_CAG120,Undirected,0.696617276,0.696617276,pos
Bacteroides_eggerthii,Bacteroides_uniformis,Undirected,0.646086035,0.646086035,pos
Bacteroides_eggerthii,unclassified_o__Bacteroidales,Undirected,0.706569204,0.706569204,pos
Bacteroides_faecis,Bacteroides_faecis_CAG32,Undirected,0.843173028,0.843173028,pos
Bacteroides_faecis,Bacteroides_salyersiae,Undirected,0.600035701,0.600035701,pos
Bacteroides_faecis,Bacteroides_thetaiotaomicron,Undirected,0.805375798,0.805375798,pos
Bacteroides_faecis,unclassified_o__Bacteroidales,Undirected,0.642082695,0.642082695,pos
Bacteroides_faecis_CAG32,Bacteroides_faecis,Undirected,0.843173028,0.843173028,pos
Bacteroides_faecis_CAG32,Bacteroides_salyersiae,Undirected,0.669142328,0.669142328,pos
Bacteroides_faecis_CAG32,Bacteroides_thetaiotaomicron,Undirected,0.831390215,0.831390215,pos
Bacteroides_finegoldii,Bacteroides_caccae,Undirected,0.628838268,0.628838268,pos
Bacteroides_finegoldii,Bacteroides_clarus,Undirected,0.632686475,0.632686475,pos
Bacteroides_finegoldii,Bacteroides_coprocola,Undirected,0.687236724,0.687236724,pos
Bacteroides_finegoldii,Bacteroides_coprophilus,Undirected,0.653306677,0.653306677,pos
Bacteroides_finegoldii,Bacteroides_dorei,Undirected,0.601819884,0.601819884,pos
Bacteroides_finegoldii,Bacteroides_eggerthii,Undirected,0.73757259,0.73757259,pos
Bacteroides_finegoldii,Bacteroides_massiliensis,Undirected,0.637117136,0.637117136,pos
Bacteroides_finegoldii,Bacteroides_ovatus,Undirected,0.821370666,0.821370666,pos
Bacteroides_finegoldii,Bacteroides_salanitronis,Undirected,0.671506474,0.671506474,pos
Bacteroides_finegoldii,Bacteroides_salyersiae,Undirected,0.703562803,0.703562803,pos
Bacteroides_finegoldii,Bacteroides_sp._3_1_13,Undirected,0.803453106,0.803453106,pos
Bacteroides_finegoldii,Bacteroides_sp._D2,Undirected,0.77978164,0.77978164,pos
Bacteroides_finegoldii,Bacteroides_stercoris,Undirected,0.616222111,0.616222111,pos
Bacteroides_finegoldii,Bacteroides_thetaiotaomicron,Undirected,0.626052328,0.626052328,pos
Bacteroides_finegoldii,Bacteroides_xylanisolvens,Undirected,0.802607269,0.802607269,pos
Bacteroides_finegoldii,Parabacteroides_distasonis,Undirected,0.63793687,0.63793687,pos
Bacteroides_finegoldii,unclassified_g__Bacteroides,Undirected,0.707101022,0.707101022,pos
Bacteroides_finegoldii,unclassified_o__Bacteroidales,Undirected,0.786933542,0.786933542,pos
Bacteroides_fragilis,Bacteroides_cellulosilyticus,Undirected,0.746516599,0.746516599,pos
Bacteroides_fragilis,Bacteroides_salyersiae,Undirected,0.608083093,0.608083093,pos
Bacteroides_fragilis,unclassified_g__Bacteroides,Undirected,0.802852775,0.802852775,pos
Bacteroides_intestinalis,Bacteroides_cellulosilyticus,Undirected,0.80233049,0.80233049,pos
Bacteroides_intestinalis,Bacteroides_intestinalis_CAG315,Undirected,0.846201424,0.846201424,pos
Bacteroides_intestinalis,Bacteroides_salyersiae,Undirected,0.621369875,0.621369875,pos
Bacteroides_intestinalis,Candidatus_Bacteroides_timonensis,Undirected,0.781821044,0.781821044,pos
Bacteroides_intestinalis_CAG315,Bacteroides_cellulosilyticus,Undirected,0.677355294,0.677355294,pos
Bacteroides_intestinalis_CAG315,Bacteroides_intestinalis,Undirected,0.846201424,0.846201424,pos
Bacteroides_intestinalis_CAG315,Candidatus_Bacteroides_timonensis,Undirected,0.780899127,0.780899127,pos
Bacteroides_massiliensis,Bacteroides_coprocola,Undirected,0.624241988,0.624241988,pos
Bacteroides_massiliensis,Bacteroides_coprophilus,Undirected,0.65052871,0.65052871,pos
Bacteroides_massiliensis,Bacteroides_finegoldii,Undirected,0.637117136,0.637117136,pos
Bacteroides_massiliensis,Bacteroides_sp._CAG98,Undirected,0.902093239,0.902093239,pos
Bacteroides_massiliensis,Prevotella_sp._109,Undirected,0.634815179,0.634815179,pos
Bacteroides_massiliensis,unclassified_o__Bacteroidales,Undirected,0.642057266,0.642057266,pos
Bacteroides_ovatus,Bacteroides_dorei,Undirected,0.673184225,0.673184225,pos
Bacteroides_ovatus,Bacteroides_finegoldii,Undirected,0.821370666,0.821370666,pos
Bacteroides_ovatus,Bacteroides_salanitronis,Undirected,0.652975679,0.652975679,pos
Bacteroides_ovatus,Bacteroides_sp._3_1_13,Undirected,0.879811519,0.879811519,pos
Bacteroides_ovatus,Bacteroides_sp._D2,Undirected,0.888885513,0.888885513,pos
Bacteroides_ovatus,Bacteroides_vulgatus,Undirected,0.65240208,0.65240208,pos
Bacteroides_ovatus,Bacteroides_xylanisolvens,Undirected,0.918998368,0.918998368,pos
Bacteroides_ovatus,unclassified_g__Bacteroides,Undirected,0.711973602,0.711973602,pos
Bacteroides_ovatus,unclassified_o__Bacteroidales,Undirected,0.665209183,0.665209183,pos
Bacteroides_plebeius,Bacteroides_coprocola,Undirected,0.745481506,0.745481506,pos
Bacteroides_plebeius,Bacteroides_coprocola_CAG162,Undirected,0.651566167,0.651566167,pos
Bacteroides_plebeius,Bacteroides_coprophilus,Undirected,0.69985224,0.69985224,pos
Bacteroides_plebeius,Bacteroides_coprophilus_CAG333,Undirected,0.736158285,0.736158285,pos
Bacteroides_plebeius,Bacteroides_plebeius_CAG211,Undirected,0.936129878,0.936129878,pos
Bacteroides_plebeius,Bacteroides_salanitronis,Undirected,0.663330605,0.663330605,pos
Bacteroides_plebeius,Prevotella_sp._CAG255,Undirected,0.621183565,0.621183565,pos
Bacteroides_plebeius_CAG211,Bacteroides_coprocola,Undirected,0.63620453,0.63620453,pos
Bacteroides_plebeius_CAG211,Bacteroides_coprocola_CAG162,Undirected,0.623542883,0.623542883,pos
Bacteroides_plebeius_CAG211,Bacteroides_coprophilus_CAG333,Undirected,0.66943624,0.66943624,pos
Bacteroides_plebeius_CAG211,Bacteroides_plebeius,Undirected,0.936129878,0.936129878,pos
Bacteroides_plebeius_CAG211,Bacteroides_salanitronis,Undirected,0.612216203,0.612216203,pos
Bacteroides_plebeius_CAG211,Prevotella_sp._CAG255,Undirected,0.625775996,0.625775996,pos
Bacteroides_salanitronis,Bacteroides_coprocola,Undirected,0.663883883,0.663883883,pos
Bacteroides_salanitronis,Bacteroides_coprophilus,Undirected,0.66577631,0.66577631,pos
Bacteroides_salanitronis,Bacteroides_coprophilus_CAG333,Undirected,0.658735807,0.658735807,pos
Bacteroides_salanitronis,Bacteroides_finegoldii,Undirected,0.671506474,0.671506474,pos
Bacteroides_salanitronis,Bacteroides_ovatus,Undirected,0.652975679,0.652975679,pos
Bacteroides_salanitronis,Bacteroides_plebeius,Undirected,0.663330605,0.663330605,pos
Bacteroides_salanitronis,Bacteroides_plebeius_CAG211,Undirected,0.612216203,0.612216203,pos
Bacteroides_salanitronis,Bacteroides_sp._3_1_13,Undirected,0.62586163,0.62586163,pos
Bacteroides_salanitronis,Bacteroides_sp._CAG462,Undirected,0.636838457,0.636838457,pos
Bacteroides_salanitronis,Bacteroides_sp._D2,Undirected,0.620708734,0.620708734,pos
Bacteroides_salanitronis,Bacteroides_xylanisolvens,Undirected,0.643981749,0.643981749,pos
Bacteroides_salanitronis,Parabacteroides_johnsonii,Undirected,0.616233975,0.616233975,pos
Bacteroides_salyersiae,Bacteroides_cellulosilyticus,Undirected,0.684257586,0.684257586,pos
Bacteroides_salyersiae,Bacteroides_faecis,Undirected,0.600035701,0.600035701,pos
Bacteroides_salyersiae,Bacteroides_faecis_CAG32,Undirected,0.669142328,0.669142328,pos
Bacteroides_salyersiae,Bacteroides_finegoldii,Undirected,0.703562803,0.703562803,pos
Bacteroides_salyersiae,Bacteroides_fragilis,Undirected,0.608083093,0.608083093,pos
Bacteroides_salyersiae,Bacteroides_intestinalis,Undirected,0.621369875,0.621369875,pos
Bacteroides_salyersiae,Bacteroides_sp._D2,Undirected,0.643791651,0.643791651,pos
Bacteroides_salyersiae,Bacteroides_thetaiotaomicron,Undirected,0.697438377,0.697438377,pos
Bacteroides_salyersiae,Parabacteroides_gordonii,Undirected,0.675633878,0.675633878,pos
Bacteroides_salyersiae,unclassified_g__Bacteroides,Undirected,0.804309475,0.804309475,pos
Bacteroides_sp._3_1_13,Bacteroides_finegoldii,Undirected,0.803453106,0.803453106,pos
Bacteroides_sp._3_1_13,Bacteroides_ovatus,Undirected,0.879811519,0.879811519,pos
Bacteroides_sp._3_1_13,Bacteroides_salanitronis,Undirected,0.62586163,0.62586163,pos
Bacteroides_sp._3_1_13,Bacteroides_sp._D2,Undirected,0.860238847,0.860238847,pos
Bacteroides_sp._3_1_13,Bacteroides_thetaiotaomicron,Undirected,0.650258121,0.650258121,pos
Bacteroides_sp._3_1_13,Bacteroides_xylanisolvens,Undirected,0.963401216,0.963401216,pos
Bacteroides_sp._3_1_13,unclassified_g__Bacteroides,Undirected,0.689884294,0.689884294,pos
Bacteroides_sp._3_1_13,unclassified_o__Bacteroidales,Undirected,0.610138279,0.610138279,pos
Bacteroides_sp._3_1_19,Parabacteroides_distasonis,Undirected,0.95999701,0.95999701,pos
Bacteroides_sp._3_1_19,Parabacteroides_sp._D26,Undirected,0.881082357,0.881082357,pos
Bacteroides_sp._3_1_19,unclassified_g__Parabacteroides,Undirected,0.847847256,0.847847256,pos
Bacteroides_sp._3_1_19,unclassified_o__Bacteroidales,Undirected,0.826517126,0.826517126,pos
Bacteroides_sp._CAG462,Bacteroides_coprophilus_CAG333,Undirected,0.622371655,0.622371655,pos
Bacteroides_sp._CAG462,Bacteroides_salanitronis,Undirected,0.636838457,0.636838457,pos
Bacteroides_sp._CAG98,Bacteroides_massiliensis,Undirected,0.902093239,0.902093239,pos
Bacteroides_sp._D2,Bacteroides_finegoldii,Undirected,0.77978164,0.77978164,pos
Bacteroides_sp._D2,Bacteroides_ovatus,Undirected,0.888885513,0.888885513,pos
Bacteroides_sp._D2,Bacteroides_salanitronis,Undirected,0.620708734,0.620708734,pos
Bacteroides_sp._D2,Bacteroides_salyersiae,Undirected,0.643791651,0.643791651,pos
Bacteroides_sp._D2,Bacteroides_sp._3_1_13,Undirected,0.860238847,0.860238847,pos
Bacteroides_sp._D2,Bacteroides_xylanisolvens,Undirected,0.851409119,0.851409119,pos
Bacteroides_sp._D2,unclassified_g__Bacteroides,Undirected,0.72088251,0.72088251,pos
Bacteroides_stercoris,Bacteroides_clarus,Undirected,0.782394102,0.782394102,pos
Bacteroides_stercoris,Bacteroides_coprophilus,Undirected,0.601148071,0.601148071,pos
Bacteroides_stercoris,Bacteroides_eggerthii,Undirected,0.701760496,0.701760496,pos
Bacteroides_stercoris,Bacteroides_finegoldii,Undirected,0.616222111,0.616222111,pos
Bacteroides_stercoris,Bacteroides_stercoris_CAG120,Undirected,0.9848303,0.9848303,pos
Bacteroides_stercoris,Paraprevotella_clara,Undirected,0.641740173,0.641740173,pos
Bacteroides_stercoris_CAG120,Bacteroides_clarus,Undirected,0.799619354,0.799619354,pos
Bacteroides_stercoris_CAG120,Bacteroides_eggerthii,Undirected,0.696617276,0.696617276,pos
Bacteroides_stercoris_CAG120,Bacteroides_stercoris,Undirected,0.9848303,0.9848303,pos
Bacteroides_stercoris_CAG120,Paraprevotella_clara,Undirected,0.620384782,0.620384782,pos
Bacteroides_thetaiotaomicron,Bacteroides_faecis,Undirected,0.805375798,0.805375798,pos
Bacteroides_thetaiotaomicron,Bacteroides_faecis_CAG32,Undirected,0.831390215,0.831390215,pos
Bacteroides_thetaiotaomicron,Bacteroides_finegoldii,Undirected,0.626052328,0.626052328,pos
Bacteroides_thetaiotaomicron,Bacteroides_salyersiae,Undirected,0.697438377,0.697438377,pos
Bacteroides_thetaiotaomicron,Bacteroides_sp._3_1_13,Undirected,0.650258121,0.650258121,pos
Bacteroides_thetaiotaomicron,Bacteroides_xylanisolvens,Undirected,0.629055461,0.629055461,pos
Bacteroides_thetaiotaomicron,unclassified_g__Bacteroides,Undirected,0.663114522,0.663114522,pos
Bacteroides_uniformis,Bacteroides_clarus,Undirected,0.602325511,0.602325511,pos
Bacteroides_uniformis,Bacteroides_eggerthii,Undirected,0.646086035,0.646086035,pos
Bacteroides_uniformis,Bacteroides_vulgatus,Undirected,0.611078453,0.611078453,pos
Bacteroides_vulgatus,Bacteroides_dorei,Undirected,0.913116188,0.913116188,pos
Bacteroides_vulgatus,Bacteroides_ovatus,Undirected,0.65240208,0.65240208,pos
Bacteroides_vulgatus,Bacteroides_uniformis,Undirected,0.611078453,0.611078453,pos
Bacteroides_vulgatus,unclassified_g__Bacteroides,Undirected,0.614958813,0.614958813,pos
Bacteroides_xylanisolvens,Bacteroides_finegoldii,Undirected,0.802607269,0.802607269,pos
Bacteroides_xylanisolvens,Bacteroides_ovatus,Undirected,0.918998368,0.918998368,pos
Bacteroides_xylanisolvens,Bacteroides_salanitronis,Undirected,0.643981749,0.643981749,pos
Bacteroides_xylanisolvens,Bacteroides_sp._3_1_13,Undirected,0.963401216,0.963401216,pos
Bacteroides_xylanisolvens,Bacteroides_sp._D2,Undirected,0.851409119,0.851409119,pos
Bacteroides_xylanisolvens,Bacteroides_thetaiotaomicron,Undirected,0.629055461,0.629055461,pos
Bacteroides_xylanisolvens,unclassified_g__Bacteroides,Undirected,0.707476558,0.707476558,pos
Bacteroides_xylanisolvens,unclassified_o__Bacteroidales,Undirected,0.654673943,0.654673943,pos
Barnesiella_intestinihominis,Odoribacter_splanchnicus,Undirected,0.605530129,0.605530129,pos
Bifidobacterium_adolescentis,Bifidobacterium_bifidum,Undirected,0.834630342,0.834630342,pos
Bifidobacterium_adolescentis,Bifidobacterium_breve,Undirected,0.816442422,0.816442422,pos
Bifidobacterium_adolescentis,Bifidobacterium_catenulatum,Undirected,0.906971964,0.906971964,pos
Bifidobacterium_adolescentis,Bifidobacterium_kashiwanohense,Undirected,0.90111202,0.90111202,pos
Bifidobacterium_adolescentis,Bifidobacterium_longum,Undirected,0.775006205,0.775006205,pos
Bifidobacterium_adolescentis,Bifidobacterium_pseudocatenulatum,Undirected,0.893271426,0.893271426,pos
Bifidobacterium_adolescentis,Bifidobacterium_pseudocatenulatum_CAG263,Undirected,0.870875435,0.870875435,pos
Bifidobacterium_adolescentis,unclassified_g__Bifidobacterium,Undirected,0.84894952,0.84894952,pos
Bifidobacterium_bifidum,Bifidobacterium_adolescentis,Undirected,0.834630342,0.834630342,pos
